,Bird,UUID,Age,Type,Sex,Recording,Channel,Cluster,Location,Hemisphere,Lateral,Depth,SocialGroup
202,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r1,31,10,CM,R,-1407.0,-1787.0,180B
203,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r1,9,52,CM,R,-1407.0,-1787.0,180B
204,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r2,10,53,FL,R,-1407.0,-2587.0,180B
205,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r2,11,44,FL,R,-1407.0,-2587.0,180B
206,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r2,16,38,FL,R,-1407.0,-2587.0,180B
207,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r2,22,19,FL,R,-1407.0,-2587.0,180B
208,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r2,26,34,FL,R,-1407.0,-2587.0,180B
209,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r2,4,39,FL,R,-1407.0,-2587.0,180B
210,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r2,5,58,FL,R,-1407.0,-2587.0,180B
211,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r3,10,52,NCM,R,-1407.0,-3687.0,180B
212,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r3,10,53,NCM,R,-1407.0,-3687.0,180B
213,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r3,11,44,NCM,R,-1407.0,-3687.0,180B
214,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r3,18,34,NCM,R,-1407.0,-3687.0,180B
215,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r3,19,5,NCM,R,-1407.0,-3687.0,180B
216,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r3,22,21,NCM,R,-1407.0,-3687.0,180B
217,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r3,28,25,NCM,R,-1407.0,-3687.0,180B
218,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r3,29,14,NCM,R,-1407.0,-3687.0,180B
219,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p1r3,5,62,NCM,R,-1407.0,-3687.0,180B
220,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r1,13,50,CM,L,1230.0,-1949.0,180B
221,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r1,22,20,CM,L,1230.0,-1949.0,180B
222,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r1,23,14,CM,L,1230.0,-1949.0,180B
223,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r1,5,46,CM,L,1230.0,-1949.0,180B
224,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r2,12,50,FL,L,1230.0,-2749.0,180B
225,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r2,13,62,FL,L,1230.0,-2749.0,180B
226,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r2,22,17,FL,L,1230.0,-2749.0,180B
227,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r2,25,13,FL,L,1230.0,-2749.0,180B
228,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r2,2,55,FL,L,1230.0,-2749.0,180B
229,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r2,32,4,FL,L,1230.0,-2749.0,180B
230,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r2,8,51,FL,L,1230.0,-2749.0,180B
231,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r2,8,53,FL,L,1230.0,-2749.0,180B
232,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r3,18,33,NCM,L,1230.0,-3549.0,180B
233,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r3,20,30,NCM,L,1230.0,-3549.0,180B
234,P51,df5ad06e-789e-4474-9a64-7ebb10e39fbc,140,CR,M,p2r3,28,22,NCM,L,1230.0,-3549.0,180B
235,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p1r1,8,33,CM,R,-1156.0,-2225.0,180B
236,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p1r2,10,39,FL,R,-1156.0,-3125.0,180B
237,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p1r2,12,40,FL,R,-1156.0,-3125.0,180B
238,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p1r2,27,18,FL,R,-1156.0,-3125.0,180B
239,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p1r3,12,35,NCM,R,-1156.0,-3925.0,180B
240,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p1r3,22,13,NCM,R,-1156.0,-3925.0,180B
241,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p1r3,30,17,NCM,R,-1156.0,-3925.0,180B
242,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r1,15,40,CM,L,1301.0,-2076.0,180B
243,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r1,4,20,CM,L,1301.0,-2076.0,180B
244,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r2,14,25,FL,L,1301.0,-2976.0,180B
245,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r2,15,47,FL,L,1301.0,-2976.0,180B
246,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r2,22,12,FL,L,1301.0,-2976.0,180B
247,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r2,8,37,FL,L,1301.0,-2976.0,180B
248,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r2,8,38,FL,L,1301.0,-2976.0,180B
249,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r3,11,24,NCM,L,1301.0,-3776.0,180B
250,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r3,2,39,NCM,L,1301.0,-3776.0,180B
251,P60,a8d3c37f-dc81-41fb-94a7-0882b5a718d5,186,CR,F,p2r3,9,42,NCM,L,1301.0,-3776.0,180B
252,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p1r2,10,51,FL,R,-1255.0,-3219.0,178B
253,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p1r2,16,40,FL,R,-1255.0,-3219.0,178B
254,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p1r2,18,38,FL,R,-1255.0,-3219.0,178B
255,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p1r2,1,67,FL,R,-1255.0,-3219.0,178B
256,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p1r2,24,3,FL,R,-1255.0,-3219.0,178B
257,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p1r2,5,62,FL,R,-1255.0,-3219.0,178B
258,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p1r2,6,48,FL,R,-1255.0,-3219.0,178B
259,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p1r2,7,45,FL,R,-1255.0,-3219.0,178B
260,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p1r2,8,56,FL,R,-1255.0,-3219.0,178B
261,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p2r1,10,61,NCM,R,-1287.0,-3945.0,178B
262,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p2r1,10,62,NCM,R,-1287.0,-3945.0,178B
263,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p2r1,17,2,NCM,R,-1287.0,-3945.0,178B
264,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p2r1,21,23,NCM,R,-1287.0,-3945.0,178B
265,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p2r1,4,47,NCM,R,-1287.0,-3945.0,178B
266,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p2r1,8,66,NCM,R,-1287.0,-3945.0,178B
267,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p3r1,25,11,CM,L,1466.0,-2225.0,178B
268,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p3r1,25,12,CM,L,1466.0,-2225.0,178B
269,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p3r1,25,9,CM,L,1466.0,-2225.0,178B
270,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p3r1,31,7,CM,L,1466.0,-2225.0,178B
271,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p3r1,32,5,CM,L,1466.0,-2225.0,178B
272,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p3r2,9,43,FL,L,1466.0,-3225.0,178B
273,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,10,43,NCM,L,1441.0,-4118.0,178B
274,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,10,44,NCM,L,1441.0,-4118.0,178B
275,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,11,38,NCM,L,1441.0,-4118.0,178B
276,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,12,47,NCM,L,1441.0,-4118.0,178B
277,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,18,31,NCM,L,1441.0,-4118.0,178B
278,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,19,5,NCM,L,1441.0,-4118.0,178B
279,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,19,6,NCM,L,1441.0,-4118.0,178B
280,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,22,21,NCM,L,1441.0,-4118.0,178B
281,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,23,17,NCM,L,1441.0,-4118.0,178B
282,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,30,25,NCM,L,1441.0,-4118.0,178B
283,P69,51b5e1fd-673d-40b3-9ae8-ed01b9a87f72,128,CR,M,p4r1,31,9,NCM,L,1441.0,-4118.0,178B
284,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r1,1,42,CM,L,1185.0,-1844.0,178B
285,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r1,23,10,CM,L,1185.0,-1844.0,178B
286,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r1,24,2,CM,L,1185.0,-1844.0,178B
287,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r2,1,54,FL,L,1185.0,-2644.0,178B
288,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r2,29,10,FL,L,1185.0,-2644.0,178B
289,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r2,30,23,FL,L,1185.0,-2644.0,178B
290,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r2,4,32,FL,L,1185.0,-2644.0,178B
291,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r3,19,7,NCM,L,1185.0,-3644.0,178B
292,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r3,19,8,NCM,L,1185.0,-3644.0,178B
293,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r3,22,24,NCM,L,1185.0,-3644.0,178B
294,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r3,24,2,NCM,L,1185.0,-3644.0,178B
295,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r3,26,34,NCM,L,1185.0,-3644.0,178B
296,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r3,3,46,NCM,L,1185.0,-3644.0,178B
297,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p1r3,3,47,NCM,L,1185.0,-3644.0,178B
298,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r1,16,26,CM,R,-1108.0,-2196.0,178B
299,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r1,1,44,CM,R,-1108.0,-2196.0,178B
300,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r1,2,39,CM,R,-1108.0,-2196.0,178B
301,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r2,25,15,FL,R,-1108.0,-2902.0,178B
302,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r2,25,16,FL,R,-1108.0,-2902.0,178B
303,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r2,4,43,FL,R,-1108.0,-2902.0,178B
304,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r2,5,60,FL,R,-1108.0,-2902.0,178B
305,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r2,5,62,FL,R,-1108.0,-2902.0,178B
306,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r2,8,56,FL,R,-1108.0,-2902.0,178B
307,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r3,17,1,NCM,R,-1108.0,-3702.0,178B
308,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r3,21,12,NCM,R,-1108.0,-3702.0,178B
309,P71,659eb786-2adc-403a-8931-dba14a1e3d70,183,CR,F,p2r3,3,30,NCM,R,-1108.0,-3702.0,178B
310,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,10,37,CM,L,1339.0,-1633.0,178B
311,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,18,26,CM,L,1339.0,-1633.0,178B
312,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,19,5,CM,L,1339.0,-1633.0,178B
313,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,2,41,CM,L,1339.0,-1633.0,178B
314,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,11,26,FL,L,1339.0,-2733.0,178B
315,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,13,44,FL,L,1339.0,-2733.0,178B
316,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,15,50,FL,L,1339.0,-2733.0,178B
317,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,15,51,FL,L,1339.0,-2733.0,178B
318,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,19,4,FL,L,1339.0,-2733.0,178B
319,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,22,13,FL,L,1339.0,-2733.0,178B
320,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,32,6,FL,L,1339.0,-2733.0,178B
321,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,4,23,FL,L,1339.0,-2733.0,178B
322,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,11,42,NCM,L,1339.0,-3533.0,178B
323,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,11,43,NCM,L,1339.0,-3533.0,178B
324,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,13,62,NCM,L,1339.0,-3533.0,178B
325,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,15,68,NCM,L,1339.0,-3533.0,178B
326,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,16,36,NCM,L,1339.0,-3533.0,178B
327,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,18,31,NCM,L,1339.0,-3533.0,178B
328,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,27,22,NCM,L,1339.0,-3533.0,178B
329,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,31,13,NCM,L,1339.0,-3533.0,178B
330,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,6,49,NCM,L,1339.0,-3533.0,178B
331,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,22,19,CM,R,-1527.0,-2049.0,178B
332,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r2,10,39,FL,R,-1527.0,-3149.0,178B
333,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r2,15,55,FL,R,-1527.0,-3149.0,178B
334,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r2,18,26,FL,R,-1527.0,-3149.0,178B
335,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r2,19,5,FL,R,-1527.0,-3149.0,178B
336,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r2,24,2,FL,R,-1527.0,-3149.0,178B
337,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r2,4,31,FL,R,-1527.0,-3149.0,178B
338,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r2,5,47,FL,R,-1527.0,-3149.0,178B
339,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r2,8,43,FL,R,-1527.0,-3149.0,178B
340,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r2,9,50,FL,R,-1527.0,-3149.0,178B
341,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r3,15,74,NCM,R,-1527.0,-3949.0,178B
342,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r3,18,29,NCM,R,-1527.0,-3949.0,178B
343,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r3,21,15,NCM,R,-1527.0,-3949.0,178B
344,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r3,4,38,NCM,R,-1527.0,-3949.0,178B
345,P72,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r3,7,46,NCM,R,-1527.0,-3949.0,178B
346,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p1r1,4,21,CM,R,-1091.0,-2184.0,180B
347,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p1r2,11,32,FL,R,-1091.0,-3084.0,180B
348,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p1r2,15,55,FL,R,-1091.0,-3084.0,180B
349,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p1r2,5,49,FL,R,-1091.0,-3084.0,180B
350,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p1r2,8,44,FL,R,-1091.0,-3084.0,180B
351,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p1r3,4,28,NCM,R,-1091.0,-3884.0,180B
352,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p1r3,8,44,NCM,R,-1091.0,-3884.0,180B
353,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r1,17,1,CM,L,2156.0,-2127.0,180B
354,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r1,22,17,CM,L,2156.0,-2127.0,180B
355,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r1,32,8,CM,L,2156.0,-2127.0,180B
356,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r2,20,18,FL,L,2156.0,-3027.0,180B
357,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r2,28,14,FL,L,2156.0,-3027.0,180B
358,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r2,30,16,FL,L,2156.0,-3027.0,180B
359,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r2,30,17,FL,L,2156.0,-3027.0,180B
360,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r2,9,42,FL,L,2156.0,-3027.0,180B
361,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r3,11,40,NCM,L,2156.0,-3827.0,180B
362,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r3,13,67,NCM,L,2156.0,-3827.0,180B
363,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r3,19,5,NCM,L,2156.0,-3827.0,180B
364,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r3,23,17,NCM,L,2156.0,-3827.0,180B
365,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r3,27,21,NCM,L,2156.0,-3827.0,180B
366,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r3,27,22,NCM,L,2156.0,-3827.0,180B
367,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r3,28,24,NCM,L,2156.0,-3827.0,180B
368,P74,910afdc3-d217-4d73-a82c-be66d1609176,192,CR,M,p2r3,32,8,NCM,L,2156.0,-3827.0,180B
369,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,14,30,CM,L,1512.0,-2190.0,180B
370,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,17,2,CM,L,1512.0,-2190.0,180B
371,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,19,7,CM,L,1512.0,-2190.0,180B
372,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,19,8,CM,L,1512.0,-2190.0,180B
373,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,23,15,CM,L,1512.0,-2190.0,180B
374,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,23,17,CM,L,1512.0,-2190.0,180B
375,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,24,5,CM,L,1512.0,-2190.0,180B
376,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,26,25,CM,L,1512.0,-2190.0,180B
377,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r1,32,10,CM,L,1512.0,-2190.0,180B
378,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,10,39,FL,L,1512.0,-2990.0,180B
379,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,11,30,FL,L,1512.0,-2990.0,180B
380,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,11,32,FL,L,1512.0,-2990.0,180B
381,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,18,24,FL,L,1512.0,-2990.0,180B
382,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,5,44,FL,L,1512.0,-2990.0,180B
383,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r2,9,48,FL,L,1512.0,-2990.0,180B
384,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,10,59,FL,L,1512.0,-3790.0,180B
385,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,20,31,FL,L,1512.0,-3790.0,180B
386,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,25,18,FL,L,1512.0,-3790.0,180B
387,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,27,26,FL,L,1512.0,-3790.0,180B
388,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,2,65,FL,L,1512.0,-3790.0,180B
389,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,3,52,FL,L,1512.0,-3790.0,180B
390,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,4,38,FL,L,1512.0,-3790.0,180B
391,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,4,39,FL,L,1512.0,-3790.0,180B
392,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p1r3,5,68,FL,L,1512.0,-3790.0,180B
393,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,12,59,NCM,L,1512.0,-3927.0,180B
394,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,14,42,NCM,L,1512.0,-3927.0,180B
395,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,14,44,NCM,L,1512.0,-3927.0,180B
396,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,15,78,NCM,L,1512.0,-3927.0,180B
397,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,20,26,NCM,L,1512.0,-3927.0,180B
398,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,3,48,NCM,L,1512.0,-3927.0,180B
399,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,3,50,NCM,L,1512.0,-3927.0,180B
400,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,5,71,NCM,L,1512.0,-3927.0,180B
401,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p2r1,6,55,NCM,L,1512.0,-3927.0,180B
402,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r1,10,47,CM,R,1609.0,-2105.0,180B
403,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r1,12,50,CM,R,1609.0,-2105.0,180B
404,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r1,15,62,CM,R,1609.0,-2105.0,180B
405,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r1,16,33,CM,R,1609.0,-2105.0,180B
406,P75,3ae84212-5d38-412f-a5a6-05b4b798ba66,135,CR,M,p3r1,1,59,CM,R,1609.0,-2105.0,180B
